Id,Date,California_County,Cumulative_ConfirmedCases,Cumulative_Deaths,Instructions,Grocery_&_Essential_Retail,Government,Restaurants_&_Bars,Schools,Recreation,Parks,Gatherings
167,3/24/2020,Sutter,0,0,Shelter in place recommended,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",All non-essential public gatherings are prohibited
168,3/24/2020,Tehama,0,0,Following state order,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",All non-essential public gatherings are prohibited
169,3/24/2020,Trinity,0,0,Following state order,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",All non-essential public gatherings are prohibited
170,3/24/2020,Tulare,17,0,Following state order,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed",Closed,All non-essential public gatherings are prohibited
171,3/24/2020,Tuolumne,0,0,Following state order,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",No more than 50 people
172,3/24/2020,Ventura,39,1,Shelter in place,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",Except in individual households
173,3/24/2020,Yolo,10,1,Shelter in place,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",Except in individual households
174,3/24/2020,Yuba,3,0,Shelter in place recommended,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",All non-essential public gatherings are prohibited
175,3/25/2020,Alameda,135,2,Shelter in place,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",Except in individual households
176,3/25/2020,Alpine,0,0,Following state order,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed",Closed,All non-essential public gatherings are prohibited
177,3/25/2020,Amador,2,0,Following state order,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",Except in individual households
178,3/25/2020,Butte,4,0,Following state order,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",All non-essential public gatherings are prohibited
179,3/25/2020,Calaveras,2,0,Following state order,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",All non-essential public gatherings are prohibited
180,3/25/2020,Colusa,0,0,Following state order,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",All non-essential public gatherings are prohibited
181,3/25/2020,Contra Costa,108,1,Shelter in place,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",Except in individual households
182,3/25/2020,Del Norte,0,0,Following state order,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",All non-essential public gatherings are prohibited
183,3/25/2020,El Dorado,3,0,Shelter in place,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",Except in individual households
184,3/25/2020,Fresno,19,0,Following state order,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",All non-essential public gatherings are prohibited
185,3/25/2020,Glenn,0,0,Following state order,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",All non-essential public gatherings are prohibited
186,3/25/2020,Humboldt,10,0,Shelter in place,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",Except in individual households
187,3/25/2020,Imperial,9,0,Following state order,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",All non-essential public gatherings are prohibited
188,3/25/2020,Inyo,1,0,Following state order,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",All non-essential public gatherings are prohibited
189,3/25/2020,Kern,23,0,Following state order,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",All non-essential public gatherings are prohibited
190,3/25/2020,Kings,0,0,Following state order,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",All non-essential public gatherings are prohibited
191,3/25/2020,Lake,0,0,Shelter in place,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",Except in individual households
192,3/25/2020,Lassen,0,0,Following state order,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",All non-essential public gatherings are prohibited
193,3/25/2020,Los Angeles,814,13,Safer at Home,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed",Closed,No more than 10 people
194,3/25/2020,Madera,7,0,Following state order,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",All non-essential public gatherings are prohibited
195,3/25/2020,Marin,60,0,Shelter in place,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed",Closed,Except in individual households
196,3/25/2020,Mariposa,0,0,Following state order,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",All non-essential public gatherings are prohibited
197,3/25/2020,Mendocino,2,0,Shelter in place,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed",Closed,Except in individual households
198,3/25/2020,Merced,2,0,Following state order,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",All non-essential public gatherings are prohibited
199,3/25/2020,Modoc,0,0,Following state order,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",All non-essential public gatherings are prohibited
200,3/25/2020,Mono,4,0,Following state order,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",All non-essential public gatherings are prohibited
201,3/25/2020,Monterey,24,1,Shelter in place,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",Except in individual households
202,3/25/2020,Napa,3,0,Shelter in place,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",Except in individual households
203,3/25/2020,Nevada,7,0,Following state order,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",All non-essential public gatherings are prohibited
204,3/25/2020,Orange,187,1,Following state order,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",Except in individual households
